dealt,desired,first_to_play,dealer,wild_suit,player0desired,player1desired,player2desired,player3desired,result,hand1,hand2,hand3,hand4,hand5,hand6,hand7,hand8,hand9,deciding_player
6,2,0,2,0,-1,-1,-1,-1,1,6,3,22,17,34,1,44,44,44,0
6,0,0,2,0,2,-1,-1,-1,1,25,11,31,23,15,13,44,44,44,1
5,0,0,3,4,0,-1,-1,-1,1,31,27,26,21,9,44,44,44,44,1
4,0,3,0,0,-1,-1,-1,0,1,10,4,1,27,44,44,44,44,44,0
4,1,3,0,0,0,-1,-1,0,1,18,2,17,15,44,44,44,44,44,1
3,0,3,1,0,-1,-1,-1,2,1,15,4,20,44,44,44,44,44,44,0
3,0,3,1,0,0,1,-1,2,1,32,27,23,44,44,44,44,44,44,2
2,1,1,2,3,-1,0,1,2,1,25,32,44,44,44,44,44,44,44,0
2,0,1,2,3,-1,-1,-1,-1,1,6,28,44,44,44,44,44,44,44,1
2,1,1,2,3,-1,0,-1,-1,1,14,30,44,44,44,44,44,44,44,2
1,0,0,3,2,0,-1,-1,-1,1,18,44,44,44,44,44,44,44,44,1
1,0,0,3,2,0,0,-1,-1,1,23,44,44,44,44,44,44,44,44,2
9,3,0,0,2,-1,-1,-1,-1,1,13,32,20,0,6,18,23,24,10,0
9,0,0,0,2,3,-1,-1,-1,1,31,2,11,7,29,14,12,3,9,1
9,0,0,1,2,1,1,6,-1,1,7,21,6,10,26,22,32,16,18,3
9,2,1,2,2,-1,-1,-1,-1,1,33,10,5,23,34,21,7,24,0,1
9,1,3,3,2,-1,-1,-1,9,1,13,19,26,23,25,34,17,21,18,0
1,0,1,0,0,-1,0,-1,-1,1,33,44,44,44,44,44,44,44,44,2
2,0,1,1,2,-1,0,0,1,1,16,25,44,44,44,44,44,44,44,0
2,0,1,1,2,-1,-1,-1,-1,1,11,19,44,44,44,44,44,44,44,1
2,0,1,1,2,-1,0,-1,-1,1,15,9,44,44,44,44,44,44,44,2
3,1,3,2,0,-1,-1,-1,-1,1,2,16,19,44,44,44,44,44,44,3
4,2,3,3,3,0,0,-1,0,1,22,13,34,9,44,44,44,44,44,2
4,0,3,3,3,-1,-1,-1,-1,1,19,16,20,25,44,44,44,44,44,3
6,0,1,1,1,-1,-1,-1,-1,1,2,0,21,5,18,25,44,44,44,1
7,0,0,2,0,2,-1,-1,-1,1,21,7,12,13,31,4,24,44,44,1
8,1,0,3,2,-1,-1,-1,-1,1,16,4,24,15,2,19,5,1,44,0
9,3,1,1,2,-1,-1,-1,-1,1,24,34,12,3,0,31,26,34,22,1
9,0,0,2,2,-1,-1,-1,-1,1,1,19,8,23,33,4,21,2,13,0
9,1,3,3,2,-1,-1,-1,4,1,25,11,19,3,26,31,10,34,1,0
9,3,3,3,2,1,1,-1,4,1,30,4,7,9,6,24,32,13,28,2
8,1,2,0,3,-1,-1,4,-1,1,2,7,23,25,15,0,10,12,44,3
5,0,3,3,0,-1,-1,-1,1,1,13,10,27,7,6,44,44,44,44,0
4,0,3,0,3,-1,-1,-1,0,1,23,5,4,28,44,44,44,44,44,0
3,1,1,1,1,-1,-1,-1,-1,1,34,33,29,44,44,44,44,44,44,1
3,0,1,1,1,-1,1,-1,-1,1,2,32,5,44,44,44,44,44,44,2
3,1,1,1,1,-1,1,0,-1,1,4,18,27,44,44,44,44,44,44,3
1,0,0,3,0,-1,-1,-1,-1,1,8,44,44,44,44,44,44,44,44,0
1,0,0,3,0,0,-1,-1,-1,1,2,44,44,44,44,44,44,44,44,1
1,0,0,3,0,0,0,0,-1,1,22,44,44,44,44,44,44,44,44,3
9,1,1,1,0,-1,1,2,3,1,34,17,33,1,21,15,0,20,31,0
1,0,3,2,1,-1,-1,-1,1,1,33,44,44,44,44,44,44,44,44,0
1,0,3,2,1,0,-1,-1,1,1,20,44,44,44,44,44,44,44,44,1
1,1,3,2,1,-1,-1,-1,-1,1,34,44,44,44,44,44,44,44,44,3
2,2,3,3,3,-1,-1,-1,2,1,33,21,44,44,44,44,44,44,44,0
2,0,3,3,3,2,-1,-1,2,1,20,17,44,44,44,44,44,44,44,1
2,0,3,3,3,2,0,-1,2,1,18,23,44,44,44,44,44,44,44,2
4,0,2,1,1,-1,-1,4,1,1,28,10,1,20,44,44,44,44,44,0
8,1,1,1,2,-1,2,-1,-1,1,25,6,14,7,2,26,27,21,44,2
9,3,1,2,2,-1,-1,-1,-1,1,24,28,6,8,19,32,3,12,29,1
9,5,1,2,2,-1,3,-1,-1,1,4,31,21,10,16,25,22,1,13,2
9,0,2,3,2,2,-1,2,1,1,25,19,16,5,0,10,1,18,27,1
9,1,2,3,2,-1,-1,2,-1,1,34,13,9,4,22,17,2,6,8,3
9,3,0,0,2,-1,-1,-1,-1,1,24,19,16,18,20,34,23,29,33,0
8,1,1,2,1,-1,-1,-1,-1,1,22,14,23,32,24,16,25,6,44,1
7,0,0,3,2,3,-1,-1,-1,1,2,23,6,17,21,9,27,44,44,1
2,0,0,0,1,-1,-1,-1,-1,1,24,6,44,44,44,44,44,44,44,0
1,0,1,1,0,-1,0,1,0,1,27,44,44,44,44,44,44,44,44,0
1,0,1,1,0,-1,0,1,-1,1,21,44,44,44,44,44,44,44,44,3
9,0,1,2,0,-1,1,7,9,1,23,19,16,6,7,8,28,10,25,0
9,1,2,3,0,-1,-1,5,4,1,0,3,20,14,25,13,18,33,4,0
9,2,0,1,0,-1,-1,-1,-1,1,0,17,31,5,26,22,9,12,15,0
9,3,0,1,0,2,2,-1,-1,1,3,19,8,11,10,28,34,6,29,2
1,0,1,0,2,-1,1,1,1,1,12,44,44,44,44,44,44,44,44,0
1,1,1,0,2,-1,-1,-1,-1,1,32,44,44,44,44,44,44,44,44,1
2,0,1,1,2,-1,0,1,0,1,0,2,44,44,44,44,44,44,44,0
2,0,1,1,2,-1,-1,-1,-1,1,7,22,44,44,44,44,44,44,44,1
2,1,1,1,2,-1,0,-1,-1,1,17,27,44,44,44,44,44,44,44,2
3,0,3,2,0,-1,-1,-1,1,1,4,13,1,44,44,44,44,44,44,0
3,1,3,2,0,0,-1,-1,1,1,0,34,8,44,44,44,44,44,44,1
4,0,3,3,0,-1,-1,-1,0,1,9,3,27,15,44,44,44,44,44,0
4,1,3,3,0,0,-1,-1,0,1,5,25,20,34,44,44,44,44,44,1
5,1,3,0,3,-1,-1,-1,0,1,32,28,7,25,10,44,44,44,44,0
5,0,3,0,3,1,-1,-1,0,1,17,14,20,26,24,44,44,44,44,1
5,0,3,0,3,-1,-1,-1,-1,1,4,30,2,5,11,44,44,44,44,3
7,1,0,2,0,-1,-1,-1,-1,1,8,6,29,28,34,15,5,44,44,0
7,1,0,2,0,1,-1,-1,-1,1,11,13,1,12,16,34,19,44,44,1
8,0,2,3,4,-1,-1,0,1,1,7,17,24,3,19,9,13,5,44,0
9,0,2,0,4,-1,-1,5,4,1,24,12,9,29,21,11,26,22,14,0
9,0,0,2,4,-1,-1,-1,-1,1,31,2,9,16,22,18,6,1,13,0
7,2,1,1,0,-1,-1,-1,-1,1,21,30,32,34,14,33,9,44,44,1
6,2,2,2,2,-1,-1,2,1,1,32,10,4,28,6,21,44,44,44,0
6,2,2,2,2,-1,-1,-1,-1,1,24,31,7,1,33,9,44,44,44,2
5,0,1,3,2,-1,0,2,2,1,19,25,27,0,17,44,44,44,44,0
5,0,1,3,2,-1,-1,-1,-1,1,13,22,18,6,33,44,44,44,44,1
5,2,1,3,2,-1,0,2,-1,1,24,12,1,21,11,44,44,44,44,3
4,1,3,0,0,1,-1,-1,0,1,13,34,15,33,44,44,44,44,44,1
4,0,3,0,0,-1,-1,-1,-1,1,32,19,9,2,44,44,44,44,44,3
3,0,0,1,0,-1,-1,-1,-1,1,10,19,8,44,44,44,44,44,44,0
3,0,0,1,0,0,-1,-1,-1,1,2,33,29,44,44,44,44,44,44,1
1,0,0,3,3,-1,-1,-1,-1,1,22,44,44,44,44,44,44,44,44,0
1,0,0,3,3,0,-1,-1,-1,1,28,44,44,44,44,44,44,44,44,1
1,1,0,3,3,0,0,-1,-1,1,13,44,44,44,44,44,44,44,44,2
1,0,0,3,3,0,0,1,-1,1,27,44,44,44,44,44,44,44,44,3
9,1,2,0,3,-1,-1,2,6,1,8,25,26,5,13,14,0,24,18,0
9,4,2,0,3,1,-1,2,6,1,2,33,29,11,3,30,34,21,4,1
9,2,2,0,3,-1,-1,-1,-1,1,17,1,32,16,22,31,34,7,19,2
9,0,1,1,3,-1,4,1,9,1,19,27,10,28,11,23,12,32,1,0
9,1,1,1,3,-1,4,-1,-1,1,22,16,15,30,8,14,9,29,0,2
1,0,1,0,0,-1,0,1,1,1,6,44,44,44,44,44,44,44,44,0
2,0,1,1,1,-1,0,2,0,1,7,16,44,44,44,44,44,44,44,0
2,0,1,1,1,-1,0,2,-1,1,22,14,44,44,44,44,44,44,44,3
3,0,1,2,1,-1,-1,-1,-1,1,15,26,22,44,44,44,44,44,44,1
5,0,2,0,2,-1,-1,3,3,1,3,14,27,13,2,44,44,44,44,0
7,1,1,2,2,-1,-1,-1,-1,1,34,7,26,2,19,16,8,44,44,1
9,2,0,1,3,-1,-1,-1,-1,1,25,14,16,32,31,27,10,21,17,0
9,0,0,1,3,2,2,3,-1,1,0,8,7,1,11,29,22,4,30,3
9,0,1,2,3,-1,-1,-1,-1,1,1,32,23,16,22,9,18,8,19,1
9,2,2,3,3,-1,-1,4,8,1,6,32,12,21,25,8,15,1,13,0
7,0,0,1,0,-1,-1,-1,-1,1,14,13,7,19,25,27,4,44,44,0
7,1,0,1,0,0,1,-1,-1,1,2,34,30,9,32,15,12,44,44,2
6,0,3,2,1,-1,-1,-1,3,1,17,16,13,28,0,4,44,44,44,0
6,1,3,2,1,0,-1,-1,3,1,25,30,18,20,34,6,44,44,44,1
5,2,3,3,0,-1,-1,-1,1,1,20,19,18,34,29,44,44,44,44,0
4,0,0,0,3,1,-1,-1,-1,1,5,10,16,22,44,44,44,44,44,1
3,0,0,1,0,-1,-1,-1,-1,1,14,16,6,44,44,44,44,44,44,0
2,0,1,2,3,-1,0,1,2,1,5,30,44,44,44,44,44,44,44,0
2,1,1,2,3,-1,0,-1,-1,1,4,15,44,44,44,44,44,44,44,2
1,0,2,3,1,-1,-1,0,1,1,1,44,44,44,44,44,44,44,44,0
1,0,2,3,1,0,-1,0,1,1,13,44,44,44,44,44,44,44,44,1
1,0,2,3,1,-1,-1,-1,-1,1,4,44,44,44,44,44,44,44,44,2
1,1,2,3,1,-1,-1,0,-1,1,28,44,44,44,44,44,44,44,44,3
9,0,3,0,1,-1,-1,-1,8,1,16,30,17,7,26,6,13,22,29,0
9,2,3,0,1,0,-1,-1,8,1,3,0,10,24,34,19,12,8,15,1
9,2,1,3,1,-1,2,0,-1,1,17,21,5,0,34,9,15,13,1,3
1,0,3,2,2,-1,-1,-1,0,1,18,44,44,44,44,44,44,44,44,0
1,1,3,2,2,0,-1,-1,0,1,28,44,44,44,44,44,44,44,44,1
1,0,3,2,2,-1,-1,-1,-1,1,0,44,44,44,44,44,44,44,44,3
2,0,1,3,2,-1,0,0,0,1,14,4,44,44,44,44,44,44,44,0
2,0,1,3,2,-1,0,-1,-1,1,5,9,44,44,44,44,44,44,44,2
2,0,1,3,2,-1,0,0,-1,1,10,22,44,44,44,44,44,44,44,3
3,0,1,0,1,-1,-1,-1,-1,1,13,14,33,44,44,44,44,44,44,1
4,1,3,1,3,-1,-1,-1,4,1,12,34,18,32,44,44,44,44,44,0
5,2,1,2,0,-1,1,0,-1,1,30,7,19,18,0,44,44,44,44,3
6,2,1,3,3,-1,-1,-1,-1,1,30,4,31,27,34,29,44,44,44,1
6,3,1,3,3,-1,2,-1,-1,1,20,19,33,8,32,14,44,44,44,2
7,1,1,0,2,-1,0,1,1,1,8,34,12,33,21,5,17,44,44,0
7,0,1,0,2,-1,-1,-1,-1,1,3,14,23,15,16,10,1,44,44,1
7,1,1,0,2,-1,0,1,-1,1,0,30,2,27,29,22,9,44,44,3
8,1,2,1,2,-1,-1,4,5,1,8,2,17,14,10,19,20,31,44,0
9,0,0,3,2,3,-1,-1,-1,1,31,17,15,8,26,4,23,10,14,1
6,0,2,0,2,1,-1,4,6,1,10,1,6,0,18,2,44,44,44,1
5,1,0,1,0,-1,-1,-1,-1,1,25,18,20,31,19,44,44,44,44,0
4,0,1,2,2,-1,1,1,2,1,13,21,11,7,44,44,44,44,44,0
4,1,1,2,2,-1,1,-1,-1,1,23,34,0,18,44,44,44,44,44,2
3,1,2,3,2,-1,-1,1,3,1,24,8,27,44,44,44,44,44,44,0
3,1,2,3,2,-1,-1,-1,-1,1,22,6,7,44,44,44,44,44,44,2
2,0,0,0,2,-1,-1,-1,-1,1,4,3,44,44,44,44,44,44,44,0
2,0,0,0,2,0,1,1,-1,1,15,12,44,44,44,44,44,44,44,3
1,0,1,1,1,-1,0,1,1,1,20,44,44,44,44,44,44,44,44,0
9,3,1,3,1,-1,2,-1,-1,1,0,7,6,4,26,8,25,18,33,2
9,1,3,0,1,-1,-1,-1,9,1,2,24,4,5,29,10,8,17,31,0
9,1,3,1,1,2,-1,-1,0,1,16,6,7,9,27,33,8,10,22,1
9,0,3,1,1,-1,-1,-1,-1,1,15,0,18,31,26,32,2,1,13,3
1,0,3,2,1,-1,-1,-1,1,1,25,44,44,44,44,44,44,44,44,0
1,0,3,2,1,0,-1,-1,1,1,16,44,44,44,44,44,44,44,44,1
1,0,3,2,1,0,0,-1,1,1,26,44,44,44,44,44,44,44,44,2
1,1,3,2,1,-1,-1,-1,-1,1,10,44,44,44,44,44,44,44,44,3
2,0,3,3,0,-1,-1,-1,0,1,25,29,44,44,44,44,44,44,44,0
2,0,3,3,0,-1,-1,-1,-1,1,7,33,44,44,44,44,44,44,44,3
3,0,1,0,2,-1,-1,-1,-1,1,11,23,19,44,44,44,44,44,44,1
3,1,1,0,2,-1,0,-1,-1,1,17,4,26,44,44,44,44,44,44,2
4,1,0,1,0,-1,-1,-1,-1,1,14,27,5,26,44,44,44,44,44,0
6,0,3,3,3,-1,-1,-1,5,1,23,0,20,31,19,30,44,44,44,0
6,2,3,3,3,0,-1,-1,5,1,34,3,5,7,16,21,44,44,44,1
6,0,3,3,3,0,2,-1,5,1,8,26,4,6,13,15,44,44,44,2
7,0,3,0,4,0,0,-1,7,1,18,32,10,31,6,7,11,44,44,2
9,3,3,2,2,-1,-1,-1,-1,1,7,30,15,2,10,20,19,28,14,3
9,1,3,1,2,-1,-1,-1,2,1,18,21,20,3,27,11,26,6,22,0
8,0,1,2,0,-1,-1,-1,-1,1,28,7,9,29,19,5,20,21,44,1
7,2,3,3,1,-1,-1,-1,2,1,22,12,4,9,34,19,17,44,44,0
6,1,0,0,2,0,1,-1,-1,1,0,26,11,24,30,1,44,44,44,2
5,0,1,1,2,-1,-1,-1,-1,1,11,15,7,4,18,44,44,44,44,1
4,1,3,2,2,-1,-1,-1,3,1,22,2,34,9,44,44,44,44,44,0
3,0,1,3,2,-1,-1,-1,-1,1,3,17,21,44,44,44,44,44,44,1
2,0,0,0,2,-1,-1,-1,-1,1,26,6,44,44,44,44,44,44,44,0
2,0,0,0,2,0,-1,-1,-1,1,22,8,44,44,44,44,44,44,44,1
2,0,0,0,2,0,0,0,-1,1,4,21,44,44,44,44,44,44,44,3
1,0,2,1,1,-1,-1,1,1,1,0,44,44,44,44,44,44,44,44,0
1,0,2,1,1,0,-1,1,1,1,17,44,44,44,44,44,44,44,44,1
1,1,2,1,1,-1,-1,1,-1,1,25,44,44,44,44,44,44,44,44,3
9,0,2,0,1,-1,-1,6,8,1,9,3,12,16,30,6,28,0,11,0
9,2,2,0,1,0,-1,6,8,1,29,8,21,4,2,13,34,23,18,1
9,1,3,1,1,-1,-1,-1,-1,1,13,19,1,28,9,7,0,20,12,3
1,0,2,1,1,0,-1,0,1,1,28,44,44,44,44,44,44,44,44,1
1,0,2,1,1,-1,-1,-1,-1,1,34,44,44,44,44,44,44,44,44,2
2,0,0,2,3,-1,-1,-1,-1,1,20,8,44,44,44,44,44,44,44,0
2,2,0,2,3,0,1,-1,-1,1,25,17,44,44,44,44,44,44,44,2
2,0,0,2,3,0,1,2,-1,1,34,3,44,44,44,44,44,44,44,3
3,0,2,3,1,-1,-1,3,2,1,2,12,28,44,44,44,44,44,44,0
3,3,2,3,1,-1,-1,-1,-1,1,14,34,31,44,44,44,44,44,44,2
5,0,0,1,2,0,-1,-1,-1,1,17,18,7,9,3,44,44,44,44,1
6,0,0,2,3,-1,-1,-1,-1,1,1,9,2,0,19,31,44,44,44,0
6,4,0,2,3,0,-1,-1,-1,1,28,4,21,33,25,34,44,44,44,1
8,1,1,0,0,-1,2,0,0,1,30,8,23,6,19,1,17,10,44,0
9,2,2,1,0,-1,-1,0,9,1,26,6,17,13,4,2,0,18,29,0
8,1,1,1,2,-1,2,7,5,1,5,21,20,13,10,33,25,1,44,0
8,2,1,1,2,-1,-1,-1,-1,1,4,7,18,17,8,34,28,0,44,1
6,1,1,3,0,-1,2,-1,-1,1,30,3,19,23,1,11,44,44,44,2
5,2,3,0,0,-1,-1,-1,4,1,9,18,22,13,6,44,44,44,44,0
5,1,3,0,0,2,-1,-1,4,1,34,16,17,31,23,44,44,44,44,1
4,0,0,1,0,-1,-1,-1,-1,1,10,23,6,25,44,44,44,44,44,0
3,0,1,2,1,-1,2,1,2,1,33,2,9,44,44,44,44,44,44,0
3,2,1,2,1,-1,-1,-1,-1,1,34,30,34,44,44,44,44,44,44,1
2,0,1,3,1,-1,0,0,1,1,30,14,44,44,44,44,44,44,44,0
2,0,1,3,1,-1,0,-1,-1,1,5,1,44,44,44,44,44,44,44,2
2,1,1,3,1,-1,0,0,-1,1,7,22,44,44,44,44,44,44,44,3
1,0,3,0,2,-1,-1,-1,0,1,25,44,44,44,44,44,44,44,44,0
1,0,3,0,2,0,-1,-1,0,1,17,44,44,44,44,44,44,44,44,1
9,2,3,1,2,2,-1,-1,7,1,18,21,0,25,7,22,29,34,24,1
9,4,3,2,2,0,-1,-1,7,1,24,32,4,15,13,34,20,31,8,1
9,2,2,3,2,1,-1,4,1,1,31,21,25,4,14,32,10,28,33,1
9,4,2,3,2,-1,-1,-1,-1,1,0,15,2,16,20,29,8,17,12,2
9,1,2,3,2,-1,-1,4,-1,1,9,18,24,6,26,1,5,34,7,3
1,0,3,2,1,-1,-1,-1,1,1,32,44,44,44,44,44,44,44,44,0
1,0,3,2,1,0,-1,-1,1,1,2,44,44,44,44,44,44,44,44,1
1,1,3,2,1,-1,-1,-1,-1,1,6,44,44,44,44,44,44,44,44,3
3,1,1,0,3,-1,1,-1,-1,1,8,34,16,44,44,44,44,44,44,2
3,0,1,0,3,-1,1,1,-1,1,14,18,3,44,44,44,44,44,44,3
4,1,0,1,3,-1,-1,-1,-1,1,14,8,28,29,44,44,44,44,44,0
5,0,1,2,3,-1,1,1,1,1,30,22,7,13,18,44,44,44,44,0
6,0,3,3,0,2,-1,-1,3,1,7,13,9,33,1,4,44,44,44,1
7,0,0,0,1,-1,-1,-1,-1,1,20,8,0,30,14,10,16,44,44,0
7,3,0,0,1,0,-1,-1,-1,1,11,31,6,28,4,34,34,44,44,1
9,4,1,3,2,-1,2,-1,-1,1,16,32,5,22,9,34,31,1,0,2
9,0,3,0,2,-1,-1,-1,3,1,4,15,23,17,7,13,5,29,16,0
9,1,3,1,2,-1,-1,-1,-1,1,1,6,7,9,27,30,10,18,3,3
7,2,2,3,2,0,-1,2,6,1,13,28,12,20,23,17,10,44,44,1
7,2,2,3,2,-1,-1,-1,-1,1,18,32,33,34,5,27,7,44,44,2
6,1,2,0,1,0,-1,1,5,1,6,23,30,11,5,13,44,44,44,1
5,0,0,1,1,1,0,4,-1,1,9,13,25,34,26,44,44,44,44,3
4,2,0,2,3,0,1,-1,-1,1,1,13,2,33,44,44,44,44,44,2
3,0,0,3,4,-1,-1,-1,-1,1,4,9,20,44,44,44,44,44,44,0
3,2,0,3,4,0,0,-1,-1,1,30,25,7,44,44,44,44,44,44,2
2,0,2,0,0,-1,-1,1,1,1,32,13,44,44,44,44,44,44,44,0
2,1,2,0,0,-1,-1,1,-1,1,10,28,44,44,44,44,44,44,44,3
1,0,1,1,1,-1,1,1,0,1,33,44,44,44,44,44,44,44,44,0
1,1,1,1,1,-1,-1,-1,-1,1,34,44,44,44,44,44,44,44,44,1
1,0,1,1,1,-1,1,1,-1,1,3,44,44,44,44,44,44,44,44,3
9,0,1,2,1,-1,2,2,6,1,29,3,26,16,1,22,4,21,18,0
9,3,2,3,1,2,-1,9,2,1,17,20,21,5,28,27,31,34,2,1
9,2,2,3,1,-1,-1,9,-1,1,16,15,34,8,9,30,14,7,10,3
9,1,0,1,1,-1,-1,-1,-1,1,32,11,31,12,13,15,5,7,4,0
1,0,1,0,0,-1,1,0,1,1,12,44,44,44,44,44,44,44,44,0
1,1,1,0,0,-1,-1,-1,-1,1,26,44,44,44,44,44,44,44,44,1
1,0,1,0,0,-1,1,-1,-1,1,34,44,44,44,44,44,44,44,44,2
2,0,1,1,1,-1,0,2,1,1,26,30,44,44,44,44,44,44,44,0
2,0,1,1,1,-1,-1,-1,-1,1,8,12,44,44,44,44,44,44,44,1
2,2,1,1,1,-1,0,-1,-1,1,28,23,44,44,44,44,44,44,44,2
3,0,2,2,2,-1,-1,1,0,1,0,8,7,44,44,44,44,44,44,0
4,1,3,3,3,-1,-1,-1,3,1,24,5,21,0,44,44,44,44,44,0
6,2,1,1,2,-1,-1,-1,-1,1,8,32,34,25,0,3,44,44,44,1
6,0,1,1,2,-1,2,-1,-1,1,7,21,10,17,15,1,44,44,44,2
8,1,1,3,2,-1,1,7,2,1,9,18,29,23,6,22,20,10,44,0
9,1,2,0,2,-1,-1,-1,-1,1,2,9,16,14,13,20,17,15,29,2
9,0,2,3,2,-1,-1,1,4,1,29,12,13,33,10,22,11,19,9,0
9,1,2,3,2,0,-1,1,4,1,21,27,7,24,26,4,5,30,3,1
8,1,3,0,2,0,-1,-1,4,1,5,25,20,9,6,0,10,14,44,1
7,0,3,1,0,1,-1,-1,2,1,11,31,21,9,12,1,4,44,44,1
7,3,3,1,0,1,0,-1,2,1,15,27,34,26,7,22,30,44,44,2
6,0,0,2,1,-1,-1,-1,-1,1,28,10,22,13,5,14,44,44,44,0
5,0,2,3,1,1,-1,0,3,1,1,28,17,4,18,44,44,44,44,1
4,0,0,0,1,0,1,-1,-1,1,13,10,1,28,44,44,44,44,44,2
3,0,1,1,0,-1,0,3,2,1,8,16,10,44,44,44,44,44,44,0
2,0,1,2,3,-1,1,1,2,1,31,16,44,44,44,44,44,44,44,0
2,1,1,2,3,-1,-1,-1,-1,1,30,29,44,44,44,44,44,44,44,1
1,0,1,3,1,-1,0,1,1,1,4,44,44,44,44,44,44,44,44,0
1,0,1,3,1,-1,-1,-1,-1,1,13,44,44,44,44,44,44,44,44,1
1,1,1,3,1,-1,0,-1,-1,1,34,44,44,44,44,44,44,44,44,2
9,0,2,0,1,-1,-1,3,6,1,3,29,16,21,32,5,30,1,12,0
9,3,2,0,1,-1,-1,-1,-1,1,31,27,34,18,25,24,2,13,7,2
9,0,0,2,1,-1,-1,-1,-1,1,3,33,13,14,4,17,2,30,21,0
9,2,3,3,1,-1,-1,-1,0,1,12,6,27,34,33,0,17,3,24,0
1,0,2,1,0,-1,-1,1,0,1,12,44,44,44,44,44,44,44,44,0
2,0,3,2,2,-1,-1,-1,0,1,23,7,44,44,44,44,44,44,44,0
2,0,3,2,2,0,-1,-1,0,1,1,25,44,44,44,44,44,44,44,1
4,1,0,0,3,-1,-1,-1,-1,1,28,25,22,12,44,44,44,44,44,0
5,1,1,1,0,-1,1,5,4,1,25,24,7,34,6,44,44,44,44,0
5,1,1,1,0,-1,-1,-1,-1,1,23,3,27,29,30,44,44,44,44,1
6,0,1,2,0,-1,1,2,0,1,11,31,29,21,9,12,44,44,44,0
6,1,1,2,0,-1,-1,-1,-1,1,25,3,7,13,27,18,44,44,44,1
8,0,1,0,2,-1,1,7,2,1,29,30,1,23,0,5,7,27,44,0
9,2,3,1,2,-1,-1,-1,0,1,23,11,12,21,7,27,6,24,32,0
9,3,2,2,2,-1,-1,4,1,1,8,28,26,34,4,3,10,20,11,0
9,1,2,2,2,-1,-1,4,-1,1,9,22,19,12,29,7,32,0,33,3
9,1,2,3,2,-1,-1,5,8,1,28,1,19,22,6,4,7,17,9,0
9,2,3,0,2,-1,-1,-1,-1,1,1,32,19,34,17,7,15,2,26,3
8,1,0,1,0,-1,-1,-1,-1,1,19,15,7,18,32,5,23,8,44,0
7,1,1,2,1,-1,1,6,4,1,22,10,30,23,24,17,33,44,44,0
6,0,2,3,2,3,-1,4,3,1,0,3,19,31,21,33,44,44,44,1
5,1,0,0,0,0,-1,-1,-1,1,27,11,16,30,9,44,44,44,44,1
3,0,2,2,1,2,-1,0,2,1,2,28,6,44,44,44,44,44,44,1
3,0,2,2,1,-1,-1,-1,-1,1,34,25,15,44,44,44,44,44,44,2
2,0,0,3,0,0,-1,-1,-1,1,29,8,44,44,44,44,44,44,44,1
1,0,0,0,1,0,-1,-1,-1,1,13,44,44,44,44,44,44,44,44,1
1,0,0,0,1,0,0,-1,-1,1,18,44,44,44,44,44,44,44,44,2
1,0,0,0,1,0,0,0,-1,1,2,44,44,44,44,44,44,44,44,3
9,1,1,3,1,-1,-1,-1,-1,1,23,8,2,28,14,21,1,33,9,1
1,1,0,3,0,-1,-1,-1,-1,1,34,44,44,44,44,44,44,44,44,0
1,0,0,3,0,1,-1,-1,-1,1,16,44,44,44,44,44,44,44,44,1
2,0,0,0,1,-1,-1,-1,-1,1,12,29,44,44,44,44,44,44,44,0
3,1,2,1,2,-1,-1,0,1,1,9,17,32,44,44,44,44,44,44,0
3,0,2,1,2,-1,-1,-1,-1,1,5,3,6,44,44,44,44,44,44,2
6,0,1,0,1,-1,1,1,6,1,12,2,10,15,29,20,44,44,44,0
6,1,1,0,1,-1,1,-1,-1,1,19,5,27,22,9,8,44,44,44,2
8,1,3,2,1,-1,-1,-1,3,1,0,14,33,16,29,2,10,34,44,0
8,3,3,2,1,-1,-1,-1,-1,1,11,28,19,12,1,34,17,32,44,3
9,2,1,3,1,-1,1,-1,-1,1,16,33,4,3,34,27,26,2,8,2
9,0,1,0,1,-1,-1,-1,-1,1,32,18,8,21,17,13,10,15,11,1
9,0,3,1,1,3,-1,-1,0,1,4,29,1,12,10,20,24,6,2,1
9,0,3,1,1,-1,-1,-1,-1,1,30,13,22,0,21,9,23,26,25,3
8,2,1,3,0,-1,-1,-1,-1,1,17,27,22,34,33,12,21,11,44,1
7,0,0,0,3,-1,-1,-1,-1,1,1,18,12,32,9,8,15,44,44,0
7,0,0,0,3,0,-1,-1,-1,1,20,5,27,22,16,17,3,44,44,1
6,1,3,1,2,-1,-1,-1,-1,1,12,21,16,26,22,19,44,44,44,3
5,0,2,2,1,-1,-1,0,-1,1,30,8,24,9,18,44,44,44,44,3
3,0,0,0,0,-1,-1,-1,-1,1,11,29,4,44,44,44,44,44,44,0
3,0,0,0,0,0,-1,-1,-1,1,0,16,8,44,44,44,44,44,44,1
2,0,2,1,2,-1,-1,2,0,1,19,5,44,44,44,44,44,44,44,0
2,0,2,1,2,0,-1,2,0,1,6,23,44,44,44,44,44,44,44,1
1,1,3,2,1,-1,-1,-1,1,1,34,44,44,44,44,44,44,44,44,0
1,0,3,2,1,1,-1,-1,1,1,20,44,44,44,44,44,44,44,44,1
1,0,3,2,1,1,0,-1,1,1,13,44,44,44,44,44,44,44,44,2
9,1,1,0,1,-1,2,-1,-1,1,7,26,19,33,11,34,21,29,2,2
9,1,2,1,1,1,-1,3,3,1,6,5,17,34,11,10,4,22,8,1
1,0,2,1,2,-1,-1,0,1,1,2,44,44,44,44,44,44,44,44,0
