dealt,desired,first_to_play,dealer,wild_suit,player0desired,player1desired,player2desired,player3desired,result,hand1,hand2,hand3,hand4,hand5,hand6,hand7,hand8,hand9,deciding_player
1,0,0,3,3,1,1,-1,-1,1,34,44,44,44,44,44,44,44,44,2
9,1,0,1,3,-1,-1,-1,-1,1,3,32,27,21,17,7,23,6,10,0
9,1,0,1,3,1,2,-1,-1,1,15,11,34,4,31,13,1,9,22,2
1,0,0,3,3,-1,-1,-1,-1,1,2,44,44,44,44,44,44,44,44,0
1,1,0,3,3,0,1,-1,-1,1,34,44,44,44,44,44,44,44,44,2
1,0,0,3,3,0,1,1,-1,1,29,44,44,44,44,44,44,44,44,3
2,0,2,0,2,0,-1,0,2,1,29,8,44,44,44,44,44,44,44,1
3,1,0,1,1,-1,-1,-1,-1,1,28,34,5,44,44,44,44,44,44,0
3,0,0,1,1,1,-1,-1,-1,1,18,26,4,44,44,44,44,44,44,1
4,0,2,2,1,-1,-1,0,0,1,28,32,16,1,44,44,44,44,44,0
5,2,2,3,2,3,-1,5,1,1,14,20,33,11,32,44,44,44,44,1
6,0,1,0,3,-1,2,0,3,1,16,31,5,14,3,27,44,44,44,0
6,2,1,0,3,-1,-1,-1,-1,1,33,21,6,9,32,8,44,44,44,1
7,1,2,1,2,-1,-1,2,3,1,0,18,1,19,4,14,32,44,44,0
7,2,2,1,2,-1,-1,-1,-1,1,13,5,34,22,23,15,30,44,44,2
8,0,2,2,2,2,-1,6,1,1,0,9,17,22,1,11,26,27,44,1
9,1,0,3,2,-1,-1,-1,-1,1,31,4,9,20,26,13,11,33,0,0
9,0,1,0,2,-1,1,3,4,1,33,4,22,30,0,6,3,32,15,0
8,1,3,3,3,-1,-1,-1,0,1,20,17,30,10,14,21,6,11,44,0
7,4,1,0,2,-1,0,4,-1,1,34,7,27,16,34,10,21,44,44,3
6,0,3,1,2,-1,-1,-1,3,1,7,25,6,14,27,3,44,44,44,0
5,0,2,2,0,-1,-1,4,0,1,13,17,4,33,23,44,44,44,44,0
3,0,0,0,0,-1,-1,-1,-1,1,23,12,21,44,44,44,44,44,44,0
2,0,3,1,4,-1,-1,-1,2,1,23,12,44,44,44,44,44,44,44,0
2,0,3,1,4,0,-1,-1,2,1,27,13,44,44,44,44,44,44,44,1
2,2,3,1,4,-1,-1,-1,-1,1,6,34,44,44,44,44,44,44,44,3
1,0,3,2,3,-1,-1,-1,1,1,20,44,44,44,44,44,44,44,44,0
1,1,3,2,3,0,-1,-1,1,1,33,44,44,44,44,44,44,44,44,1
9,1,1,3,3,-1,3,2,9,1,25,10,13,2,0,26,30,23,9,0
9,2,1,3,3,-1,3,-1,-1,1,20,34,31,14,1,27,16,18,12,2
9,1,1,0,3,-1,1,0,0,1,16,7,22,18,4,1,25,12,14,0
9,0,1,0,3,-1,1,-1,-1,1,3,28,24,5,6,11,19,0,20,2
9,3,3,1,3,-1,-1,-1,-1,1,33,28,3,2,20,19,5,6,25,3
9,3,3,2,3,-1,-1,-1,-1,1,26,9,31,8,28,24,10,12,2,3
1,0,1,0,3,-1,0,0,0,1,16,44,44,44,44,44,44,44,44,0
1,0,1,0,3,-1,0,-1,-1,1,34,44,44,44,44,44,44,44,44,2
1,0,1,0,3,-1,0,0,-1,1,8,44,44,44,44,44,44,44,44,3
3,0,1,2,2,-1,-1,-1,-1,1,14,16,11,44,44,44,44,44,44,1
4,1,3,3,2,1,-1,-1,2,1,29,34,18,3,44,44,44,44,44,1
4,3,3,3,2,1,1,-1,2,1,21,32,28,12,44,44,44,44,44,2
5,0,2,0,2,0,-1,0,2,1,7,10,21,29,8,44,44,44,44,1
6,2,0,1,0,0,1,-1,-1,1,25,31,7,26,10,34,44,44,44,2
9,2,2,0,1,-1,-1,6,7,1,1,18,8,5,0,29,23,15,19,0
9,4,0,1,1,-1,-1,-1,-1,1,13,4,31,34,12,30,34,23,32,0
9,2,1,2,1,-1,3,9,4,1,27,2,11,32,6,29,34,9,24,0
8,0,3,0,1,0,-1,-1,3,1,3,33,12,9,18,4,6,24,44,1
7,4,0,1,1,1,-1,-1,-1,1,27,34,31,23,16,4,25,44,44,1
7,3,0,1,1,1,4,4,-1,1,14,5,22,24,17,20,30,44,44,3
6,1,3,2,3,-1,-1,-1,1,1,28,11,19,20,21,7,44,44,44,0
6,0,3,2,3,1,-1,-1,1,1,16,24,14,27,4,13,44,44,44,1
3,0,0,1,1,0,-1,-1,-1,1,18,4,11,44,44,44,44,44,44,1
2,1,0,2,0,-1,-1,-1,-1,1,11,18,44,44,44,44,44,44,44,0
2,0,0,2,0,1,-1,-1,-1,1,8,28,44,44,44,44,44,44,44,1
2,0,0,2,0,1,0,0,-1,1,10,25,44,44,44,44,44,44,44,3
1,0,0,3,2,0,-1,-1,-1,1,5,44,44,44,44,44,44,44,44,1
1,0,0,3,2,0,0,1,-1,1,0,44,44,44,44,44,44,44,44,3
9,0,2,3,2,-1,-1,2,0,1,10,22,21,18,0,12,11,8,13,0
1,1,0,3,3,-1,-1,-1,-1,1,34,44,44,44,44,44,44,44,44,0
1,0,0,3,3,1,-1,-1,-1,1,20,44,44,44,44,44,44,44,44,1
1,0,0,3,3,1,0,1,-1,1,27,44,44,44,44,44,44,44,44,3
2,0,0,0,4,0,0,1,-1,1,30,14,44,44,44,44,44,44,44,3
3,0,1,1,0,-1,1,3,0,1,23,28,25,44,44,44,44,44,44,0
3,0,1,1,0,-1,1,3,-1,1,5,21,22,44,44,44,44,44,44,3
4,0,1,2,3,-1,0,2,3,1,6,22,10,3,44,44,44,44,44,0
5,0,2,3,1,-1,-1,2,4,1,22,21,11,8,13,44,44,44,44,0
7,1,0,1,1,0,-1,-1,-1,1,12,6,33,9,31,3,20,44,44,1
7,1,0,1,1,0,1,6,-1,1,23,17,24,30,7,29,2,44,44,3
8,0,2,2,1,-1,-1,4,4,1,18,22,6,13,28,4,10,25,44,0
8,1,2,2,1,0,-1,4,4,1,2,15,23,1,20,12,16,7,44,1
9,1,2,0,1,1,-1,3,7,1,22,20,8,21,5,16,34,29,11,1
9,3,2,0,1,-1,-1,-1,-1,1,19,27,33,28,1,14,6,2,34,2
9,1,2,1,1,2,-1,1,7,1,0,10,27,2,1,20,32,30,26,1
8,0,2,3,1,2,-1,8,5,1,30,6,14,21,13,9,1,33,44,1
7,0,0,0,2,-1,-1,-1,-1,1,27,2,15,3,9,1,21,44,44,0
6,0,3,1,3,3,-1,-1,2,1,1,16,18,27,28,31,44,44,44,1
5,0,0,2,3,-1,-1,-1,-1,1,14,32,1,7,27,44,44,44,44,0
5,1,0,2,3,0,1,0,-1,1,15,3,25,21,19,44,44,44,44,3
4,0,2,3,1,-1,-1,3,1,1,14,22,18,29,44,44,44,44,44,0
4,1,2,3,1,0,-1,3,1,1,28,23,8,24,44,44,44,44,44,1
3,0,3,0,1,-1,-1,-1,0,1,5,9,25,44,44,44,44,44,44,0
3,0,3,0,1,0,-1,-1,0,1,28,10,4,44,44,44,44,44,44,1
3,0,3,0,1,0,0,-1,0,1,34,33,2,44,44,44,44,44,44,2
2,0,3,1,3,-1,-1,-1,0,1,8,14,44,44,44,44,44,44,44,0
2,0,3,1,3,0,-1,-1,0,1,5,24,44,44,44,44,44,44,44,1
2,0,3,1,3,0,0,-1,0,1,31,30,44,44,44,44,44,44,44,2
1,0,3,2,2,-1,-1,-1,0,1,11,44,44,44,44,44,44,44,44,0
1,0,3,2,2,0,0,-1,0,1,19,44,44,44,44,44,44,44,44,2
1,0,3,2,2,-1,-1,-1,-1,1,10,44,44,44,44,44,44,44,44,3
9,1,1,3,2,-1,1,9,1,1,14,2,31,22,26,18,27,20,23,0
9,1,1,3,2,-1,1,9,-1,1,19,33,7,1,10,3,30,11,15,3
9,1,2,0,2,1,-1,2,3,1,11,17,7,2,16,21,34,31,5,1
9,3,2,0,2,-1,-1,2,-1,1,25,32,0,30,34,26,6,29,18,3
1,0,0,3,3,0,-1,-1,-1,1,2,44,44,44,44,44,44,44,44,1
2,0,0,0,1,0,-1,-1,-1,1,1,20,44,44,44,44,44,44,44,1
2,0,0,0,1,0,0,1,-1,1,4,9,44,44,44,44,44,44,44,3
3,0,0,1,2,1,-1,-1,-1,1,11,2,3,44,44,44,44,44,44,1
4,0,0,2,0,1,-1,-1,-1,1,8,4,17,7,44,44,44,44,44,1
4,1,0,2,0,1,0,-1,-1,1,10,31,25,14,44,44,44,44,44,2
4,1,0,2,0,1,0,1,-1,1,34,23,32,1,44,44,44,44,44,3
6,2,3,0,0,-1,-1,-1,1,1,30,26,5,33,20,10,44,44,44,0
6,0,3,0,0,2,1,-1,1,1,7,24,2,28,17,14,44,44,44,2
7,1,0,1,0,-1,-1,-1,-1,1,26,4,20,12,23,25,3,44,44,0
7,1,0,1,0,1,-1,-1,-1,1,9,34,15,11,19,8,0,44,44,1
8,2,0,2,2,-1,-1,-1,-1,1,19,0,9,31,1,11,28,20,44,0
9,1,3,0,2,-1,-1,-1,9,1,9,0,23,10,4,30,34,3,29,0
9,2,2,1,2,-1,-1,6,8,1,32,14,2,0,13,5,20,10,23,0
9,5,3,2,2,2,2,-1,0,1,27,28,8,4,26,30,14,31,1,2
9,0,3,2,2,-1,-1,-1,-1,1,29,22,34,11,23,0,17,19,18,3
6,0,2,1,3,0,-1,3,6,1,1,4,14,24,31,2,44,44,44,1
5,0,3,2,3,1,-1,-1,1,1,20,19,18,2,4,44,44,44,44,1
5,1,3,2,3,1,0,-1,1,1,24,6,16,26,23,44,44,44,44,2
5,1,3,2,3,-1,-1,-1,-1,1,3,1,32,22,34,44,44,44,44,3
3,0,1,0,2,-1,-1,-1,-1,1,6,26,2,44,44,44,44,44,44,1
2,0,3,1,4,0,-1,-1,2,1,5,10,44,44,44,44,44,44,44,1
1,0,0,2,0,0,-1,-1,-1,1,8,44,44,44,44,44,44,44,44,1
1,0,0,2,0,0,0,1,-1,1,32,44,44,44,44,44,44,44,44,3
9,2,1,0,0,-1,1,5,-1,1,11,19,22,15,14,6,17,3,4,3
9,2,1,2,0,-1,1,-1,-1,1,2,26,13,15,8,1,31,21,20,2
1,0,3,2,0,-1,-1,-1,1,1,32,44,44,44,44,44,44,44,44,0
1,0,3,2,0,0,-1,-1,1,1,3,44,44,44,44,44,44,44,44,1
1,1,3,2,0,-1,-1,-1,-1,1,25,44,44,44,44,44,44,44,44,3
2,0,3,3,3,-1,-1,-1,1,1,7,31,44,44,44,44,44,44,44,0
2,0,3,3,3,0,-1,-1,1,1,27,8,44,44,44,44,44,44,44,1
3,0,3,0,1,-1,-1,-1,2,1,1,28,17,44,44,44,44,44,44,0
3,0,3,0,1,0,1,-1,2,1,6,21,25,44,44,44,44,44,44,2
4,0,1,1,3,-1,2,4,0,1,6,8,11,10,44,44,44,44,44,0
5,0,1,2,2,-1,-1,-1,-1,1,14,6,33,21,22,44,44,44,44,1
8,2,1,1,0,-1,1,0,-1,1,5,9,34,24,3,11,2,6,44,3
9,3,1,0,0,-1,1,5,5,1,4,15,6,34,1,30,14,18,20,0
9,1,0,1,0,-1,-1,-1,-1,1,18,28,21,6,1,13,12,0,5,0
9,1,0,1,0,1,-1,-1,-1,1,7,17,8,15,23,3,4,25,34,1
6,0,2,0,3,-1,-1,4,5,1,22,14,15,2,9,26,44,44,44,0
6,2,2,0,3,0,-1,4,5,1,5,24,16,33,18,29,44,44,44,1
3,0,1,3,2,-1,-1,-1,-1,1,15,9,21,44,44,44,44,44,44,1
3,0,1,3,2,-1,0,-1,-1,1,26,22,19,44,44,44,44,44,44,2
3,2,1,3,2,-1,0,0,-1,1,23,25,17,44,44,44,44,44,44,3
2,0,0,0,2,-1,-1,-1,-1,1,26,27,44,44,44,44,44,44,44,0
2,0,0,0,2,0,-1,-1,-1,1,14,33,44,44,44,44,44,44,44,1
2,0,0,0,2,0,0,0,-1,1,11,2,44,44,44,44,44,44,44,3
1,1,2,1,0,-1,-1,1,1,1,18,44,44,44,44,44,44,44,44,0
1,0,2,1,0,1,-1,1,1,1,28,44,44,44,44,44,44,44,44,1
9,4,0,2,0,1,2,-1,-1,1,18,27,24,12,2,14,33,29,9,2
9,1,0,0,0,-1,-1,-1,-1,1,11,12,34,1,6,28,14,7,17,0
9,1,0,1,0,1,-1,-1,-1,1,29,3,13,24,34,8,0,31,21,1
1,0,0,3,1,0,-1,-1,-1,1,4,44,44,44,44,44,44,44,44,1
1,0,0,3,1,0,0,-1,-1,1,9,44,44,44,44,44,44,44,44,2
2,0,0,0,0,1,-1,-1,-1,1,31,3,44,44,44,44,44,44,44,1
2,0,0,0,0,1,0,-1,-1,1,11,24,44,44,44,44,44,44,44,2
3,0,0,1,2,1,1,1,-1,1,7,34,13,44,44,44,44,44,44,3
6,0,2,0,1,-1,-1,2,4,1,24,25,12,20,6,17,44,44,44,0
7,1,1,1,0,-1,2,4,1,1,1,8,33,11,17,13,26,44,44,0
8,0,2,2,0,-1,-1,5,0,1,9,28,16,15,3,13,0,4,44,0
9,2,3,3,0,1,1,-1,8,1,17,13,30,3,34,33,31,34,29,2
9,1,1,0,0,-1,-1,-1,-1,1,18,11,13,23,24,7,19,3,20,1
8,2,1,3,2,-1,1,3,3,1,14,20,33,30,13,34,19,3,44,0
8,3,1,3,2,-1,1,3,-1,1,28,6,26,22,24,5,31,17,44,3
7,1,0,0,0,1,-1,-1,-1,1,27,13,14,22,15,8,7,44,44,1
5,0,1,2,4,-1,0,3,1,1,3,5,2,28,6,44,44,44,44,0
4,1,1,3,2,-1,1,4,3,1,6,19,24,0,44,44,44,44,44,0
4,1,1,3,2,-1,-1,-1,-1,1,8,34,23,16,44,44,44,44,44,1
3,0,1,0,2,-1,-1,-1,-1,1,23,31,19,44,44,44,44,44,44,1
2,0,2,1,0,-1,-1,-1,-1,1,7,9,44,44,44,44,44,44,44,2
1,0,0,2,3,0,-1,-1,-1,1,11,44,44,44,44,44,44,44,44,1
9,6,0,3,3,1,3,6,-1,1,33,13,16,28,30,32,9,0,5,3
9,1,0,1,3,0,-1,-1,-1,1,19,16,9,12,28,31,10,21,1,1
1,0,2,1,3,-1,-1,1,0,1,20,44,44,44,44,44,44,44,44,0
1,1,2,1,3,-1,-1,-1,-1,1,7,44,44,44,44,44,44,44,44,2
1,0,2,1,3,-1,-1,1,-1,1,16,44,44,44,44,44,44,44,44,3
2,0,2,2,1,-1,-1,1,2,1,25,12,44,44,44,44,44,44,44,0
2,0,2,2,1,0,-1,1,2,1,1,17,44,44,44,44,44,44,44,1
2,2,2,2,1,-1,-1,1,-1,1,8,30,44,44,44,44,44,44,44,3
3,0,3,3,2,-1,-1,-1,1,1,17,30,22,44,44,44,44,44,44,0
3,0,3,3,2,0,-1,-1,1,1,15,19,0,44,44,44,44,44,44,1
5,0,2,1,0,-1,-1,4,5,1,20,12,1,7,19,44,44,44,44,0
5,1,2,1,0,0,-1,4,5,1,34,9,6,8,25,44,44,44,44,1
7,0,2,3,2,-1,-1,7,2,1,33,12,21,14,26,3,15,44,44,0
7,2,2,3,2,-1,-1,7,-1,1,23,30,17,10,29,4,27,44,44,3
9,1,1,2,4,-1,0,5,8,1,14,29,10,23,6,34,8,18,5,0
9,1,1,3,4,-1,0,3,4,1,17,24,32,31,9,14,34,4,25,0
9,3,1,3,4,-1,0,-1,-1,1,11,10,33,12,2,34,20,15,8,2
9,1,1,0,4,-1,-1,-1,-1,1,9,25,16,15,1,0,34,4,17,1
8,1,2,1,3,-1,-1,0,0,1,7,9,27,34,6,2,24,1,44,0
7,1,2,2,1,1,-1,0,5,1,20,31,33,22,7,6,1,44,44,1
5,0,0,0,3,2,2,-1,-1,1,32,23,33,15,4,44,44,44,44,2
4,0,1,1,4,-1,0,1,2,1,32,10,33,5,44,44,44,44,44,0
2,0,1,3,4,-1,0,0,0,1,2,5,44,44,44,44,44,44,44,0
